Age,Income,Loan_Amount,Credit_Score,Employment_Years,Debt_to_Income,Default
53,55580,18127,512,21,0.22621067485583637,0
51,116685,48466,618,28,0.5777614899055243,0
34,46346,34404,725,6,0.5008696663977288,0
64,35619,27888,546,25,0.4275125176819441,1
39,130454,22401,585,22,0.4059942135058857,0
44,26766,20428,530,17,0.2800630609970808,0
36,28549,41422,619,28,0.4206596491105138,1
54,43693,46717,811,6,0.46251271162693763,1
42,87019,16971,820,17,0.11586548827806767,0
60,122458,27482,524,1,0.1588450206311964,0
44,132938,24968,805,27,0.2575552107193497,0
48,125280,21565,406,5,0.26156420847316275,0
39,73328,11829,630,21,0.550257967239332,0
45,102701,15487,304,7,0.4422526994249588,0
61,114100,40435,767,20,0.28675224090597196,0
63,125794,37625,815,20,0.5046010763445246,0
28,50301,47759,462,25,0.2615974357355185,0
41,69763,21287,830,16,0.5953780749745514,0
48,45765,43941,381,3,0.49080990409096314,1
27,69787,47459,780,16,0.5041950140807537,0
48,145675,18663,815,25,0.23048626988262724,0
30,32425,14176,486,15,0.17251691245379838,1
52,37857,20072,445,20,0.2947695236590777,1
42,77771,10516,451,14,0.26711787524463104,0
47,117999,36832,662,14,0.48491607004355153,0
61,47444,24689,392,7,0.1871440598898297,0
34,66457,23599,330,16,0.3637331425268886,0
44,127280,21509,839,29,0.4140966499109614,0
41,104741,40388,348,18,0.29258274293948217,0
58,25704,14200,557,0,0.200303656446258,0
49,30452,30789,817,12,0.5478333999512625,1
38,136153,16896,840,5,0.1694200228581422,0
49,63862,26931,709,9,0.25190218699251776,0
62,86471,28087,455,0,0.4782836896626075,1
23,94217,28753,845,25,0.40265576515600376,0
46,111058,38464,739,11,0.4653227746014066,0
62,43300,7270,536,18,0.5043833153948771,1
27,34566,31091,667,14,0.5476964437346882,0
32,32501,46994,356,20,0.2522825077025427,0
59,26845,21060,474,4,0.33715258014439853,0
27,144342,47495,513,1,0.44415507181456837,1
32,64181,46773,326,18,0.49737283190430726,1
35,82263,30587,418,13,0.3889083819464745,0
23,131294,34729,446,28,0.3568740889783263,0
61,132932,30594,564,8,0.4458817727924935,0
24,103766,19816,702,28,0.2910144954668942,0
56,88038,44485,557,0,0.5468521480828009,0
54,142778,26304,488,12,0.20610946775996417,0
45,108290,33386,798,16,0.5420021049939084,0
40,141616,6116,538,27,0.4218083498865335,0
39,59404,34299,626,1,0.40032922716566643,0
45,47564,37587,369,23,0.3349774317243428,0
56,122898,22540,324,21,0.17737302134701702,0
22,82435,38756,455,13,0.5324670701851408,1
57,43227,48426,518,19,0.1262669791998541,1
46,115296,10587,678,22,0.23498283347383211,0
64,120259,23212,493,5,0.1548533734856792,0
55,149451,20803,339,24,0.1534176559505717,0
46,72475,29256,642,5,0.2952113826012127,0
37,42215,15269,802,17,0.18021284673932933,0
55,96074,11088,749,18,0.3906928930273814,0
50,46699,40113,635,8,0.4135794698198857,1
40,133621,47044,303,14,0.5410468637085606,1
44,37454,32081,816,6,0.2498339632700072,0
40,73217,15543,796,5,0.2545891917021428,0
46,131759,8005,525,28,0.22318436241033726,0
37,46711,42203,449,4,0.4909051659757827,1
30,40059,21220,537,18,0.3140300400932792,0
22,73398,48455,402,19,0.3762110066762463,0
63,26286,37696,474,0,0.287308755636943,1
40,59297,19147,760,20,0.17840646473664543,0
54,133304,44396,333,6,0.15126485441051965,0
55,129959,5076,817,17,0.5341367331616506,0
37,125181,43520,739,26,0.2327408408289748,0
61,133245,23946,584,27,0.5708099577755285,0
39,51485,22956,524,7,0.5736467206399765,0
55,84967,28471,556,11,0.33946077858647916,0
46,122803,43738,358,9,0.5792941132676199,1
27,79583,45720,545,5,0.11424360817853993,0
42,149077,34137,818,25,0.14582528987270596,0
27,76630,29440,513,15,0.22165483997410643,0
53,136359,16862,515,29,0.20459670082200163,0
62,52086,40879,702,18,0.22631892261991157,0
64,41484,7737,582,17,0.3261471652196384,0
60,93623,47312,514,23,0.13146067666544245,0
52,129132,26788,681,12,0.37769414184917405,0
63,147113,30522,344,19,0.2547271125386318,0
31,84263,9649,471,6,0.1357737660725429,0
51,43675,8868,520,6,0.47660463445287027,1
39,145155,12824,684,15,0.4267148846310653,0
45,85664,12799,394,29,0.49671503248319804,1
30,49680,24870,343,25,0.5696169791732242,1
52,42077,22386,527,24,0.3928826219260412,1
36,145474,13614,616,9,0.4933580011766846,0
25,63174,30147,634,14,0.199591354189432,0
61,101968,16101,766,13,0.3051834778875703,0
30,28491,45674,596,23,0.36503549374780686,0
30,71126,43127,844,11,0.37060690300202936,0
47,136658,25914,788,28,0.4591686567235892,0
25,28392,14615,514,14,0.4979705128410621,1
38,87257,28053,823,7,0.43342646339700797,0
37,92804,39521,301,6,0.1236227446743248,0
36,63400,18481,506,25,0.2756083810606983,0
56,61551,48882,640,20,0.38621951022381795,0
26,53088,15495,706,8,0.35393473002855924,0
26,105015,31282,605,13,0.12239848375771609,0
41,50465,5146,806,27,0.59031828452644,0
36,73155,45275,768,26,0.5780527636203253,0
39,112893,20977,794,6,0.4868808962770812,0
23,30969,46565,560,11,0.12767661981408765,0
50,33981,46534,663,13,0.3151039177537298,0
34,46032,38945,813,10,0.3048847763844198,0
25,79091,49286,840,18,0.3790130085623903,0
63,132154,41190,754,27,0.12796422893290257,0
31,49408,7594,443,5,0.3118283229991886,1
52,49241,16074,491,2,0.47891965849882223,1
62,72940,32431,652,5,0.5990039747837442,0
29,107938,22148,598,28,0.3977216070734767,0
24,76105,27661,759,23,0.5703061556190031,0
30,116302,32571,726,8,0.5992692405931485,0
51,86050,49160,330,1,0.3173909639583451,1
32,28657,5435,631,5,0.4343452157233484,0
56,46230,41119,710,13,0.20660756079973572,0
58,43680,48937,351,18,0.3378232218808169,1
63,107694,21518,683,29,0.1392057715018449,0
34,109731,33490,542,29,0.11457488925320877,0
57,67340,26002,716,22,0.5464596675023393,0
34,60950,46763,774,26,0.5292001658122869,0
33,103515,7366,691,3,0.25603232912888874,0
58,32867,17367,688,13,0.3284765218550334,0
31,105691,16454,768,20,0.34680515206610707,0
30,103542,14668,707,9,0.3603505616034076,0
28,29329,8415,818,5,0.1672855022524071,0
23,113087,36773,488,10,0.4875293808503749,1
44,60865,15232,650,12,0.27390784627761866,0
60,91940,34039,582,23,0.11584759061497138,0
61,62869,30568,456,17,0.438280761334924,0
60,91905,42459,447,19,0.5149387480501273,1
42,145185,12669,369,13,0.5590633933534243,1
44,129969,29213,669,26,0.4372026603185598,0
50,108984,23280,814,19,0.19563950855292014,0
35,126069,24449,533,21,0.3948902657200266,0
47,142505,40516,766,19,0.5558809915806047,0
26,114711,28076,586,10,0.27528004881658086,0
52,91252,7661,593,20,0.5766753608869706,0
46,104386,28333,780,4,0.14883953586239465,0
52,143728,27759,433,7,0.4640263719527725,1
41,26711,49367,307,3,0.15995558624853348,0
38,50801,43875,327,11,0.4994376514525779,1
23,112287,17698,819,5,0.14882783192288582,0
46,129565,35964,609,22,0.26286252003243893,0
34,139696,36408,840,23,0.48843085710690226,0
60,115709,27885,793,24,0.3300966353871736,0
49,78270,18309,333,25,0.541343235507193,0
63,96622,40429,306,7,0.3008689310287129,0
27,80535,20133,339,29,0.5974790601442754,0
24,149488,13210,629,3,0.10933739653015992,0
56,137666,41126,361,19,0.4480311030421438,0
39,101759,38043,385,9,0.557943813929339,0
32,41220,9078,415,10,0.36799323650625926,0
41,38392,16137,596,14,0.5942546193638233,0
26,110587,34350,678,4,0.45401225063546846,0
40,27246,9698,621,2,0.31476314709504005,0
43,45010,38132,694,14,0.3576886888848202,0
40,93358,15165,656,1,0.5387347808280072,1
37,115203,5794,718,1,0.578791749137077,0
45,42234,18646,777,24,0.37794313619857745,0
62,121190,28179,635,7,0.25357512279320293,0
25,140795,10870,319,21,0.21966255080057515,0
36,74451,38357,711,13,0.3385241048502361,0
46,147790,35736,848,29,0.248169283327112,0
56,100205,42081,558,29,0.31041836186313676,0
35,46784,21211,656,8,0.5172334025327466,0
40,54672,26129,500,4,0.3359937929397815,0
59,26082,12377,710,29,0.4204394450280756,1
57,36148,13861,587,11,0.14505341928637253,0
28,52494,22821,347,9,0.4810636148508015,0
51,131471,17952,669,0,0.3414521213114575,0
40,100093,14047,530,23,0.2804712689848472,0
46,76952,31953,394,18,0.40549471421361716,1
37,135032,41801,602,29,0.1509928962870278,0
61,61719,23277,517,24,0.3069993262135805,0
29,137981,28903,686,10,0.5054862155095717,0
39,73737,23226,390,16,0.23103202632059602,0
49,84453,27628,357,2,0.5570480680476161,1
37,132271,21710,733,0,0.40182179972494936,0
40,64536,32802,821,16,0.37039182538981164,0
63,75604,23784,782,5,0.2997855003574894,0
38,75833,9278,666,12,0.47099972240444743,0
34,39039,33677,706,19,0.3822338302501008,0
28,92839,12500,817,25,0.49827113808982737,0
48,72931,9015,630,3,0.2658394591023666,0
31,64925,26836,534,4,0.4510072097534692,1
55,76003,46010,710,14,0.5717213365686841,0
57,108817,12826,482,13,0.2399593986352853,0
46,73897,14201,586,18,0.5905008381814939,0
27,112745,34048,422,14,0.30526362676735985,0
45,118709,24941,457,11,0.11926617385113011,0
39,67287,20105,622,17,0.27885059616520824,0
44,115726,5153,312,13,0.17482116032123615,0
27,58012,46541,503,9,0.2521426871460015,0
50,132252,9886,601,7,0.14798480867020788,0
46,66783,28950,342,26,0.1891018027533183,0
38,134323,7267,805,22,0.16334947712139455,0
45,110727,25642,490,25,0.12173814597722857,0
32,93315,5970,359,28,0.24809318639276554,0
47,108766,46607,765,3,0.5704800122923285,0
55,71491,36288,678,17,0.5746966357280135,0
49,113941,22329,728,27,0.5233232482384834,0
24,83584,19450,361,24,0.10607026123111615,0
32,37803,10618,601,7,0.11406173470895811,0
59,74625,39263,471,3,0.10517871568541068,0
35,143819,7047,804,10,0.2833200427530722,0
47,118361,14364,362,4,0.5901289807435605,1
42,38698,33794,315,29,0.5484189074290591,1
60,59560,18091,400,9,0.22526753005709202,0
51,40376,7886,475,5,0.3050974329294629,0
29,108654,26572,492,28,0.5122141820432633,1
41,38117,20161,572,3,0.4792917559355535,1
53,130519,9158,766,17,0.16630901836746412,0
43,81381,32663,474,20,0.15388843726483833,0
28,62956,24845,533,26,0.3718602642064386,0
30,73786,11733,515,16,0.1510559092399353,0
22,138005,39425,790,6,0.5125093362603597,0
50,128585,42811,716,8,0.22666329485538997,0
29,112778,37001,832,2,0.19416487929613238,0
25,91480,44128,750,21,0.19283574336716133,0
56,56695,14329,579,8,0.12261576265057847,0
24,26511,29812,543,26,0.42091740982544545,1
61,78233,32099,445,3,0.18224801401941013,0
28,136022,9043,366,21,0.2166689888636272,0
48,47502,19242,402,29,0.47565301824768313,1
22,75010,38365,609,18,0.12874062770636177,0
48,143248,31278,416,8,0.20137255633593734,0
37,115341,32133,771,22,0.17467426015246765,0
59,117529,29740,620,22,0.10242450660477795,0
28,98905,40092,734,19,0.36967107425536005,0
44,135424,35976,669,5,0.19501699944673165,0
62,71489,45067,486,26,0.41645325189285076,1
32,125919,16231,768,10,0.3508897822318606,0
63,108533,5569,772,23,0.4339390263749373,0
54,106165,8328,753,14,0.5907821696463699,0
57,56949,30261,745,21,0.20993702531455147,0
58,93376,30262,393,5,0.43293857246302037,1
62,104587,8280,337,19,0.5168054361839548,1
38,118059,24147,781,23,0.5786931139400415,0
56,92310,36742,410,29,0.41116716799082054,1
26,103798,8590,709,9,0.16541701050387728,0
53,94407,27006,467,23,0.12692395295495554,0
24,98809,18570,696,24,0.23925656946223492,0
56,42229,39993,426,21,0.5640786512059207,1
35,52385,34593,341,17,0.36846591464190537,0
52,67176,28907,340,15,0.3896527693174292,0
52,119825,14533,786,3,0.4053012642332898,0
38,28260,47649,698,19,0.2661076251034413,0
45,122555,21747,481,12,0.19079544308292815,0
44,28145,18366,480,23,0.5771208465813581,1
39,122289,15832,763,4,0.4776925365114041,0
35,32802,33325,349,19,0.35552506113947113,1
36,27263,39798,707,23,0.28835258482106496,0
36,51913,44453,700,28,0.3413861378717711,0
27,82788,27849,445,18,0.11683259825054124,0
48,33155,11157,597,17,0.22374675353255927,0
36,25922,35178,444,19,0.22535300289059565,0
57,97231,22001,315,26,0.32267367001170044,0
29,45672,34030,384,16,0.21813460478201288,1
36,63526,5193,515,15,0.1927285790420685,0
24,70344,13164,781,0,0.482763878720339,0
34,147819,25842,351,20,0.546752707744409,1
62,44014,6119,847,28,0.13356997977241017,0
55,98352,18351,406,26,0.2048269085134918,0
45,116279,11540,518,0,0.4868434027697448,1
61,65324,36760,636,29,0.5079173948179092,0
53,139529,31528,670,19,0.3500800510415656,0
53,119075,28538,553,23,0.44744140353597484,0
51,120638,37242,704,13,0.13880015349497352,0
34,63698,31358,329,23,0.5247643647440925,1
22,102169,43613,484,1,0.516364378209454,1
55,48384,45739,588,14,0.4467010235333533,1
36,28512,34738,658,28,0.5581634867551475,0
35,31066,28581,773,2,0.12381713172440925,0
50,56500,35136,699,29,0.21548175226390373,0
55,148775,26485,432,12,0.28127268052826715,0
39,103743,32165,801,18,0.179294437041311,0
28,110642,41294,802,0,0.5074138306747393,1
50,104858,6634,376,12,0.47859661150886745,0
52,79800,48969,649,14,0.48662621723215227,0
46,88140,5093,359,15,0.2456467363540791,0
59,125364,33370,754,29,0.48134315453443965,0
35,137317,24750,764,10,0.1615286971317674,0
29,109954,45484,610,2,0.15340024240637287,0
48,27387,21472,390,7,0.3920286834244634,0
23,81160,23934,597,5,0.12433432938089992,0
38,84241,48774,624,4,0.5693252968037353,0
58,98567,27521,579,25,0.2644232027685036,0
35,26799,44125,417,27,0.3385163034909423,1
46,144095,6445,570,14,0.5066146180866417,0
51,60548,26005,816,8,0.3000264322205157,0
50,58895,44103,400,29,0.3153226643594276,0
41,115450,23214,687,22,0.27397198509882903,0
42,130669,28169,585,21,0.2758617215304866,0
43,105171,21938,352,4,0.33397765691750947,0
56,65379,16956,539,20,0.5729642761857289,0
58,70414,44687,513,9,0.5680090602943825,0
37,98071,10593,660,24,0.3725808306544497,0
64,137808,31207,663,28,0.32797989899752433,0
38,132668,44921,626,25,0.5040805762843015,0
37,93344,42310,775,5,0.44046457846830744,0
23,103591,36619,396,27,0.5407817010605704,1
25,118141,18403,626,10,0.46530592064433807,0
42,117201,18065,372,3,0.5761721609153262,1
60,123303,29394,555,19,0.5431228703184815,0
55,29297,31801,469,11,0.5276245890848368,1
51,134513,47646,632,19,0.2957740649085051,0
27,111479,38596,456,26,0.29310616834445724,0
38,123752,34230,718,5,0.4706014199211037,0
60,30008,12170,757,0,0.1418745031238892,0
46,111813,23406,398,24,0.2611072273155456,0
26,140481,29678,543,29,0.5661119189202857,0
26,41820,34968,776,17,0.325050612899377,0
41,96548,47517,740,1,0.23494912458706943,0
37,47253,37655,493,4,0.33822610090867133,1
62,54202,32087,674,15,0.24429480538241685,0
58,54236,16049,666,11,0.48413044606270206,0
61,92156,11785,454,11,0.5253025434571932,1
30,136888,46766,798,10,0.49132912364755554,0
26,85263,9655,833,19,0.17452352837798576,0
63,143996,23458,757,18,0.26802858283116826,0
23,124252,30102,412,20,0.20698550999655727,0
30,143632,11918,323,6,0.12139955940329247,0
64,99855,8436,582,25,0.4695877123377994,0
57,41575,26432,591,1,0.31417979071145175,0
43,37204,29873,662,28,0.2383115443239904,0
43,36952,42640,700,28,0.2537637540957943,0
43,108323,5360,565,5,0.1675082318553848,0
55,76142,49677,353,3,0.513380316711455,0
50,58872,9599,721,1,0.17196224291934467,0
59,54376,47936,773,16,0.2691581436987762,0
54,91084,44499,542,7,0.10369396716872184,0
39,36640,39845,653,4,0.3182057651240324,0
28,51437,18750,687,9,0.2774002848814444,0
22,112681,32987,477,15,0.45955100348492695,1
54,148450,42459,774,1,0.45765681587374796,0
22,32903,31165,704,23,0.1193156159730214,0
45,108704,29346,335,18,0.1579319607439507,0
25,51863,8514,657,6,0.5523130033172687,0
25,68381,29838,626,1,0.4958991653918132,0
39,53548,32559,343,12,0.2947424461178374,0
48,74956,40687,619,22,0.18318724187158816,0
64,99526,36965,771,3,0.2303906434127582,0
53,36467,21385,568,15,0.42901334174413697,0
54,82954,23317,824,9,0.572746493085711,0
49,48901,5393,324,16,0.4078690415206889,1
63,80983,29881,456,20,0.11322280092421619,0
62,48301,38297,484,27,0.42535906356035025,1
57,149686,32955,473,13,0.5723758214507242,0
27,127542,49979,693,11,0.2793205060766728,0
37,110180,11495,485,12,0.5667778394924582,1
55,94903,44721,580,29,0.4353099126083483,0
44,128955,26437,594,19,0.19491774131890208,0
63,41204,6713,827,7,0.17265279355301208,0
45,44755,25428,487,16,0.1881497993456497,0
34,84817,5635,711,17,0.44961228726542046,0
39,27093,20193,485,20,0.39476064314469095,0
34,94537,28003,843,9,0.32777178549825636,0
58,121319,19633,600,25,0.23167736419103954,0
64,47940,34228,608,27,0.5536156039955659,1
60,98346,47077,488,12,0.20687174761647367,0
63,69040,31730,710,1,0.2418031089279946,0
38,62322,12445,837,26,0.12745907332678127,0
36,116544,19281,686,16,0.2376626519403743,0
39,109437,11602,492,5,0.5614488383577021,0
44,117969,5037,462,11,0.19380201162774993,0
51,132001,47592,352,28,0.20198143730885762,0
55,112725,33869,774,12,0.39998869822839545,0
25,140784,41543,473,27,0.3834767452637181,0
24,135675,36076,495,25,0.18797927681538276,0
28,119266,31630,510,3,0.17713243446465068,0
39,34236,25469,689,14,0.15848848168398957,0
63,137073,37299,607,15,0.5305427407561423,0
28,97597,30094,756,20,0.4272176105019341,0
61,109124,31817,630,18,0.5767228359271166,0
27,28902,15555,794,14,0.18291675975254604,0
43,124656,10120,628,25,0.33030181294085004,0
22,59364,19678,328,5,0.4715231973260253,1
25,132071,9715,421,19,0.20677416062245027,0
64,146668,39162,757,28,0.4423383716313247,0
50,123983,40637,717,5,0.3369016783797325,0
42,119410,37322,458,28,0.3154144008324873,0
47,45096,41444,815,4,0.42249882226975755,0
35,37020,41489,301,26,0.3338472275263461,0
30,83473,43458,601,1,0.510006499601091,0
33,135400,43586,378,19,0.5652606837336074,0
63,69153,38002,614,1,0.39442936572199583,0
27,66277,8140,627,4,0.2502972505509703,0
41,112221,13638,575,2,0.48861109203482744,0
45,63502,22383,751,5,0.18524487287328387,0
48,40675,22718,785,10,0.14749541413520942,0
59,49365,46093,406,4,0.3593657575269469,1
29,112812,15624,545,17,0.42336791686924413,1
22,143384,26472,463,13,0.5174989852836476,1
45,103229,26863,826,9,0.5776062025945362,0
28,114049,11090,300,26,0.5366690429304927,1
40,77148,16377,436,23,0.5943497867730815,1
43,114157,22495,450,21,0.3378499996622798,0
56,114247,19870,479,24,0.25826880915893957,0
51,130711,24300,786,2,0.3298531393348072,0
50,135090,7103,317,15,0.4220652501204406,1
